Planning Area,Name,Star Rating,Reviews,Category,Price Label,Metadata
Ang Mo Kio,SUSHI TEI,4.0,(340),Japanese restaurant,Price: Moderate,"['301 Upper Thomson Rd, #03-48 Thomson Plaza, Singapore 574408', 'Floor 3 · Thomson Plaza', 'Place an order', 'Menu', 'sushitei.com', '6457 6678', '9R3J+X6 Singapore', 'Send to your phone']"
Ang Mo Kio,Kuriya Japanese Market (AMK Hub),4.2,(19),Japanese grocery store,TimeoutException,"['53 Ang Mo Kio Ave 3, B2-52 AMK Hub, Singapore 569933', 'Floor B2 · AMK Hub', 'kuriyajapanesemarket.com.sg', '6481 2613', '9R9X+J5 Singapore', 'Send to your phone']"
Ang Mo Kio,Jiggly Japanese Souffle Pancake,NoSuchElementException,NoSuchElementException,Hawker Stall,TimeoutException,"['49A Serangoon Garden Way, Singapore 555945', 'Floor 1 · Serangoon Garden Market', '8781 7511', '9V78+6M Singapore', 'Send to your phone']"
Ang Mo Kio,Watami Japanese Dining - Junction 8,3.6,(928),Japanese restaurant,Price: Moderate,"['9 Bishan Place, #01-33 Junction 8 Shopping Centre, 579837', 'Find a table', 'Place an order', 'watami.com.sg', '6258 3577', 'Send to your phone']"
Ang Mo Kio,Edo Ichi Japanese Cuisine,4.4,(204),Restaurant,TimeoutException,"['9 Clover Wy, Singapore 579081', 'Place an order', 'Menu', 'edoichigroup.com', '6702 7866', '9R2V+37 Singapore', 'Send to your phone']"
Ang Mo Kio,Hokkaido-ya,3.2,(72),Japanese restaurant,TimeoutException,"['301 Upper Thomson Rd, #03-49 Thomson Plaza, Singapore 574408', 'Floor 3 · Thomson Plaza', 'Place an order', 'hokkaido-ya.com.sg', '6254 0010', '9R3J+W8 Singapore', 'Send to your phone']"
Ang Mo Kio,SUSHI TEI,4.0,(509),Japanese restaurant,Price: Moderate,"['23 Serangoon Central, #03 - 15 / 16, Singapore 556083', 'Place an order', 'sushitei.com', '6634 7717', 'Send to your phone']"
Ang Mo Kio,Kaiyo Sushi and Grill,4.5,(294),Japanese restaurant,TimeoutException,"['Yio Chu Kang Rd, #112, Singapore 545580', 'Find a table', 'Place an order', 'Menu', 'facebook.com', '8668 2181', '9V5F+CR Singapore', 'Send to your phone']"
Ang Mo Kio,Shi Zhi Wei,4.0,(2),Restaurant,TimeoutException,"['#01-1639 s560338, 338 Ang Mo Kio Ave 1', '9R7X+FG Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Kota88 Restaurant,4.3,(570),Restaurant,Price: Moderate,"['907 E Coast Rd, #01-02, Singapore 459107', 'Located in: Springvale', 'Find a table', 'Place an order', 'Menu', 'kota88restaurant.com', '6242 2645', '8W7F+4R Singapore', 'Send to your phone']"
Bedok,IZUMI JAPANESE RESTAURANT,4.2,(212),Japanese restaurant,TimeoutException,"['59 New Upper Changi Rd, #01-1240, Singapore 461059', 'Place an order', 'facebook.com', '8189 1848', '8WFR+F9 Singapore', 'Send to your phone', 'LGBTQ+ friendly']"
Bedok,Gochi-So Shokudo ごち惣食堂 @ Bedok Mall,4.0,(164),Japanese restaurant,Price: Moderate,"['311 New Upper Changi Rd, #01-75, Singapore 467360', 'Place an order', 'facebook.com', '6243 7081', 'Send to your phone', 'Claim this business']"
Bedok,Itacho Sushi Bedok Mall,3.9,(454),Sushi restaurant,TimeoutException,"['311 New Upper Changi Rd, Bedok Mall, #B2, #42, 467360', 'Located in: Bedok Mall', 'Find a table', 'Place an order', 'Menu', 'instagram.com', '6227 8911', '8WFH+WW Singapore', 'Send to your phone']"
Bedok,Mendon Bedok Mall,3.3,(20),Japanese restaurant,TimeoutException,"['311 New Upper Changi Rd, #B2-27, Singapore 467360', 'Floor B2 · Bedok Mall', 'Place an order', '8WFH+RQ Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Sushiro Bedok Mall,4.1,(606),Conveyor belt sushi restaurant,Price: Moderate,"['311 New Upper Changi Rd, #B1-10, Singapore 467360', 'Find a table', 'Place an order', '6970 2568', 'Send to your phone']"
Bedok,Sō Ramen @ Bedok Mall,4.5,(782),Ramen restaurant,Price: Moderate,"['311 New Upper Changi Rd, B1-09, Singapore 467360', 'Place an order', 'soramen.com.sg', '6844 9441', 'Send to your phone']"
Bedok,Maki-San (Bedok Town Square),3.7,(98),Sushi restaurant,Price: Moderate,"['Blk 208D New Upper Changi Rd, Singapore 464208', 'Place an order', 'makisan.com', 'Send to your phone']"
Bedok,Sushi Express @ Heartbeat @ Bedok,4.1,(496),Conveyor belt sushi restaurant,Price: Inexpensive,"['11 Bedok North Street 1, #01-26 Heartbeat@Bedok, Singapore 469662', 'Place an order', 'sushiexpress.com.sg', '6581 9329', 'Send to your phone']"
Bedok,Tori-Q Bedok Mall,4.2,(45),Yakitori restaurant,TimeoutException,"['311 New Upper Changi Rd, B2-28 Bedok Mall, Singapore 467360', 'Floor B2 · Bedok Mall', 'Place an order', '8WFH+RR Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Bedok Mall yakiniku shokudo,3.4,(26),Japanese restaurant,TimeoutException,"['New Upper Changi Rd, 311号Bedok mall(yakiniku #B1-51 邮政编码: 467360', 'Located in: Bedok Mall', 'Place an order', 'jfh.com.sg', '6241 0274', '8WFH+WV Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Junshin Express,3.6,(96),Takeaways,TimeoutException,"['311 New Upper Changi Rd, B2-20, Singapore 467360', 'Floor B2 · Bedok Mall', 'junshinsushi.com.sg', '6844 9448', '8WFH+QP Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Ajisen Ramen (Bedok Mall),3.8,(74),Ramen restaurant,Price: Moderate,"['311 New Upper Changi Rd, #01-69 Bedok Mall, Singapore 467360', 'Place an order', 'ajisen.com.sg', '6844 9373', 'Send to your phone', 'Claim this business']"
Bedok,Edo Chirashi,4.9,(14),Japanese delicatessen,TimeoutException,"['3 Bedok South Ave 3, Singapore 465462', 'Place an order', 'edochirashi.sg', '8761 7511', '8WGW+92 Singapore', 'Send to your phone']"
Bedok,Yoshinoya - Bedok Mall,3.6,(179),Gyudon restaurant,Price: Moderate,"['311 New Upper Changi Rd, #B2-30, Singapore 467360', 'Place an order', 'yoshinoya.com.sg', '6844 9418', 'Send to your phone']"
Bedok,Hei Sushi,2.9,(44),Japanese restaurant,TimeoutException,"['20 Eastwood Rd, #01-03 Eastwood Centre, Singapore 486442', 'Floor 1 · Eastwood Centre', 'Place an order', 'Menu', 'heisushi.com', '6012 3454', '8XC4+G6 Singapore', 'Send to your phone', 'LGBTQ+ friendly']"
Bedok,IKURA Japanese - East Village,4.1,(322),Japanese restaurant,TimeoutException,"['430 Upper Changi Rd, #01-01 East Village, Singapore 487048', 'Find a table', 'Place an order', 'Menu', 'business.site', '6909 5606', '8WJW+QM Singapore', 'Send to your phone']"
Bedok,Japanese Donburi,NoSuchElementException,NoSuchElementException,Japanese restaurant,TimeoutException,"['136 Bedok North Ave 3, Singapore 460136', '8WHP+54 Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Pepper Lunch - Bedok Mall,4.2,(636),Japanese restaurant,Price: Moderate,"['311 New Upper Changi Rd, #01-05/06/07/08, Singapore 467360', 'Floor 1 · Bedok Mall', 'Place an order', 'pepperlunch.com.sg', '8WFH+PV Singapore', 'Send to your phone']"
Bedok,Mikawa Yakitori Bar,4.2,(336),Yakitori restaurant,Price: Moderate,"['81 Upper E Coast Rd, Singapore 455220', 'Located in: Goodwill Court', 'Place an order', 'Menu', 'mikawayakitoribar.oddle.me', '6444 8484', '8W7H+83 Singapore', 'Send to your phone']"
Bedok,Iza Your Local Izakaya Bar,4.2,(249),Modern izakaya restaurant,Price: Moderate,"['695 E Coast Rd, Singapore 459059', 'Closed ⋅ Opens 4\u202fpm', 'Find a table', 'Menu', 'iza.com.sg', '6385 2883', '8W6C+PQ Singapore', 'Send to your phone']"
Bedok,Japanese House,4.5,(2),Hawker Stall,TimeoutException,"['16 Bedok S Rd, #01 37, Singapore 460016', 'Floor 1 · Block 16 Bedok South Market & Food Centre', '8WCP+66 Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Ramen-ya,4.8,(195),Japanese restaurant,TimeoutException,"['430 Upper Changi Rd, #01-03 East, Singapore 487048', '8WJW+PM Singapore', 'Send to your phone']"
Bedok,The Maguro Father,4.5,(49),Japanese restaurant,TimeoutException,"['402 E Coast Rd, Singapore 428997', 'Find a table', 'magurodonya.com', '6225 7392', '8W56+GR Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Reiwa Soba Honten 令和十割そば本店,4.2,(304),Japanese restaurant,TimeoutException,"['Blk 740 Bedok Reservoir Rd, #01-3177, Singapore 470740', 'Floor 1 · Reservoir Village', 'Place an order', 'Menu', 'facebook.com', '8762 2088', '8WQF+84 Singapore', 'Send to your phone']"
Bedok,SUN YOU Japanese & Korean Cuisine,3.3,(3),Hawker Stall,TimeoutException,"['218 Bedok North Street 1, Singapore 460218', 'Located in: Starring Kopitiam 星环茶室', '8WGM+VW Singapore', 'Send to your phone', 'Claim this business']"
Bedok,RaisuGood by @emmashalalkitchen,5.0,(2),Japanese restaurant,TimeoutException,"['430 Upper Changi Rd, #01-15 East Village, Singapore 487048', 'Menu', 'emmashalalkitchen.com', '8952 8943', '8WJW+PC Singapore', 'Send to your phone']"
Bedok,Edokko Food Pte Ltd,NoSuchElementException,NoSuchElementException,Food products supplier,TimeoutException,"['14 Jln Pari Burong, Singapore 488680', '6442 7113', '8WMX+C8 Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Ishiro Fusion Bowl East Village,4.3,(83),Japanese restaurant,TimeoutException,"['#01-02 East Village, Singapore 487048', 'ishiro.oddle.me', '8298 5157', '8WJW+MG Singapore', 'Send to your phone']"
Bedok,House of Chirashi,4.3,(114),Restaurant,TimeoutException,"['430 Upper Changi Rd, #01-05 East Village, Singapore 487048', 'Menu', 'instagram.com', '8718 8666', '8WJW+PG Singapore', 'Send to your phone']"
Bedok,Fumiko Enterprise,3.0,(2),Restaurant,TimeoutException,"['17 Swan Lake Ave, Singapore 455712', '6246 6580', '8WCF+GJ Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Sakana-ya,3.7,(13),Japanese restaurant,TimeoutException,"['294A Bedok Rd, Singapore 469451', 'sethlui.com', '8WJX+M9 Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Wafudo Japanese Food,NoSuchElementException,NoSuchElementException,Restaurant,TimeoutException,"['511 Bedok North Street, #3, Singapore 460511', '8WMJ+97 Singapore', 'Send to your phone', 'Claim this business']"
Bedok,Megumi Japanese Restaurant,4.1,(404),Japanese restaurant,Price: Moderate,"['443 Joo Chiat Rd, Singapore 427656', 'Find a table', 'Place an order', 'megumi.com.sg', '6243 0700', 'Send to your phone']"
Bedok,Bulmawang,NoSuchElementException,NoSuchElementException,Ramen restaurant,TimeoutException,"['311 New Upper Changi Rd', 'Floor B2 · Bedok Mall', 'Send to your phone', 'Claim this business']"
Bedok,Chen Xiang Guan Japanese 辰香馆,NoSuchElementException,NoSuchElementException,Hawker Stall,TimeoutException,"['88 Bedok North Ave 4', '8WMQ+6J Singapore', 'Send to your phone', 'Claim this business']"
